BIN6,Ranges,Issuer,Country,Brand,Type
720000,00-99,REDFUEL(EUROPE),GB,red fuel card,debit
720001,00-99,Synchrony Bank,US,private label,credit
720002,00-99,BC CARD CO. LTD.,KR,private label,credit
720003,00-99,Synchrony Bank,US,private label,credit
720004,00-99,Synchrony Bank,US,private label,credit
720005,00-99,Synchrony Bank,US,private label,credit
720006,00-99,Synchrony Bank,US,private label,credit
720008,00-99,Synchrony Bank,US,private label,credit
720009,00-99,Synchrony Bank,US,private label,credit
720011,00-99,NICOS ETC-PLUS,JP,local brand,debit
720015,00-99,Synchrony Bank,US,private label,credit
720018,00-99,Synchrony Bank,US,private label,credit
720029,00-99,Synchrony Bank,US,private label,credit
720031,00-99,BC CARD CO. LTD.,KR,private label,credit
720032,00-99,BC CARD CO. LTD.,KR,private label,credit
720033,00-99,BC CARD CO. LTD.,KR,private label,credit
720034,00-99,Synchrony Bank,US,private label,credit
720035,00-99,Synchrony Bank,US,private label,credit
720036,00-99,Synchrony Bank,US,private label,credit
720037,00-99,Synchrony Bank,US,private label,credit
720038,00-99,Synchrony Bank,US,private label,credit
720039,00-99,Synchrony Bank,US,private label,credit
720040,00-99,Synchrony Bank,US,private label,credit
720041,00-99,BC CARD CO. LTD.,KR,private label,credit
720042,00-99,BC CARD CO. LTD.,KR,private label,credit
720043,00-99,BC CARD CO. LTD.,KR,private label,credit
720044,00-99,BC CARD CO. LTD.,KR,private label,credit
720051,00-99,BC CARD CO. LTD.,KR,private label,credit
720052,00-99,BC CARD CO. LTD.,KR,private label,credit
720053,00-99,BC CARD CO. LTD.,KR,private label,credit
720054,00-99,BC CARD CO. LTD.,KR,private label,credit
720055,00-99,BC CARD CO. LTD.,KR,private label,credit
720061,00-99,BC CARD CO. LTD.,KR,private label,credit
720062,00-99,BC CARD CO. LTD.,KR,private label,credit
720063,00-99,BC CARD CO. LTD.,KR,private label,credit
720064,00-99,BC CARD CO. LTD.,KR,private label,credit
720126,00-99,Synchrony Bank,US,private label,credit
720130,00-99,Synchrony Bank,US,private label,credit
720148,00-99,Synchrony Bank,US,private label,credit
720179,00-99,,US,private label,debit
720201,00-99,,US,private label,debit
720234,00-99,,US,private label,debit
720285,00-99,,US,private label,debit
720303,00-99,,US,private label,debit
720306,00-99,,US,private label,debit
720318,00-99,,US,private label,debit
