BIN6,Ranges,Issuer,Country,Brand,Type
640001,00-99,Discover Bank,US,discover,credit
640002,00-99,Discover Bank,US,discover,credit
640003,00-99,Discover Bank,US,discover,credit
640005,00-99,Discover Bank,US,discover,credit
640006,00-99,Discover Bank,US,discover,credit
640010,00-99,Discover Bank,US,discover,credit
640011,00-99,Discover Bank,US,discover,credit
640012,00-99,Discover Bank,US,discover,credit
640013,00-99,Discover Bank,US,discover,credit
640014,00-99,Discover Bank,US,discover,credit
640015,00-99,,US,cirrus,debit
640016,00-99,,US,ebt,debit
640017,00-99,,US,ebt,debit
640018,00-99,,US,ebt,debit
640019,00-99,,US,ebt,debit
640020,00-99,,US,ebt,debit
640021,00-99,,US,ebt,debit
640022,00-99,,US,ebt,debit
640023,00-99,,US,cirrus,debit
640024,00-99,,US,ebt,debit
640025,00-99,,US,ebt,debit
640026,00-99,,US,ebt,debit
640027,00-99,,US,ebt,debit
640028,00-99,,US,ebt,debit
640029,00-99,,US,ebt,debit
640030,00-99,,US,cirrus,debit
640031,00-99,,US,ebt,debit
640032,00-99,,US,ebt,debit
640033,00-99,,US,ebt,debit
640034,00-99,,US,ebt,debit
640035,00-99,,US,ebt,debit
640036,00-99,,US,cirrus,debit
640037,00-99,,US,ebt,debit
640038,00-99,,US,ebt,debit
640039,00-99,,US,ebt,debit
640040,00-99,,US,ebt,debit
640041,00-99,,US,ebt,debit
640042,00-99,,US,cirrus,debit
640043,00-99,,US,ebt,debit
640044,00-99,,US,cirrus,debit
640045,00-99,,US,ebt,debit
640046,00-99,,US,cirrus,debit
640047,00-99,NETWORK ONLY,US,ebt,debit
640048,00-99,,US,ebt,debit
640053,00-99,,US,ebt,debit
640054,00-99,,US,ebt,debit
640056,00-99,,US,ebt,debit
640057,00-99,,US,ebt,debit
640058,00-99,,US,ebt,debit
640059,00-99,,US,cirrus,debit
640060,00-99,,US,ebt,debit
640061,00-99,,US,ebt,debit
640062,00-99,,US,ebt,debit
640063,00-99,,US,ebt,debit
640064,00-99,,US,ebt,debit
640065,00-99,,US,ebt,debit
640066,00-99,,US,ebt,debit
640067,00-99,,US,ebt,debit
640068,00-99,,US,ebt,debit
640069,00-99,,US,cirrus,debit
640070,00-99,,US,ebt,debit
640071,00-99,,US,ebt,debit
640072,00-99,,US,ebt,debit
640073,00-99,,US,ebt,debit
640074,00-99,,US,ebt,debit
640075,00-99,,US,ebt,debit
640076,00-99,,US,cirrus,debit
640077,00-99,,US,ebt,debit
640078,00-99,,US,cirrus,debit
640079,00-99,,US,ebt,debit
640080,00-99,,US,cirrus,debit
640081,00-99,,US,ebt,debit
640082,00-99,,US,ebt,debit
640083,00-99,,US,cirrus,debit
640084,00-99,,US,cirrus,debit
640085,00-99,,US,ebt,debit
640086,00-99,,US,cirrus,debit
640087,00-99,,US,ebt,debit
640088,00-99,,US,cirrus,debit
640089,00-99,,US,ebt,debit
640090,00-99,,US,cirrus,debit
640091,00-99,,US,cirrus,debit
640092,00-99,,US,ebt,debit
640093,00-99,,US,ebt,debit
640094,00-99,,US,ebt,debit
640095,00-99,,US,ebt,debit
640096,00-99,,US,ebt,debit
640097,00-99,,US,ebt,debit
640098,00-99,,US,ebt,debit
640099,00-99,,US,cirrus,debit
640100,00-99,,US,ebt,debit
640101,00-99,,US,cirrus,debit
640102,00-99,,US,cirrus,debit
640103,00-99,,US,ebt,debit
640104,00-99,,US,ebt,debit
