BIN6,Ranges,Issuer,Country,Brand,Type
480000,00-99,MVB BANK INC,US,visa,debit
480001,00-99,VERIMORE BANK,US,visa,debit
480002,00-99,BANKERS' BANK OF THE WEST,US,visa,debit
480003,00-99,BANKERS' BANK OF THE WEST,US,visa,debit
480004,00-99,VALLEY STATE BANK,US,visa,debit
480005,00-99,LEGENDS WEST BANK,US,visa,debit
480006,00-99,BANKERS' BANK OF THE WEST,US,visa,debit
480007,00-99,BANKERS' BANK OF THE WEST,US,visa,debit
480008,00-99,MVB BANK INC,US,visa,debit
480009,00-99,EVERGREEN NATIONAL BANK,US,visa,debit
480010,00-99,BANK OF AMERICA - CONSUMER CREDIT,US,visa,credit
480011,00-99,BANK OF AMERICA - CONSUMER CREDIT,US,visa,credit
480012,00-99,BANK OF AMERICA - CONSUMER CREDIT,US,visa,credit
480013,00-99,BANK OF AMERICA - CONSUMER CREDIT,US,visa,credit
480014,00-99,BANK OF AMERICA - CONSUMER CREDIT,US,visa,credit
480015,00-99,BANCOLOMBIA S.A.,CO,visa,credit
480016,00-99,BANCOLOMBIA S.A.,CO,visa,credit
480017,00-99,IBERCAJA BANCO S.A,ES,visa,debit
480018,00-99,IBERCAJA BANCO S.A,ES,visa,debit
480019,00-99,IBERCAJA BANCO S.A,ES,visa,debit
480020,00-99,IBERCAJA BANCO S.A,ES,visa,debit
480021,00-99,UNICAJA BANCO S.A,ES,visa,credit
480022,00-99,UNICAJA BANCO S.A,ES,visa,credit
480023,00-99,UNICAJA BANCO S.A,ES,visa,credit
480024,00-99,CAIXABANK S.A.,ES,visa,debit
480025,00-99,CAIXABANK S.A.,ES,visa,debit
480026,00-99,Banco Santander,ES,visa,debit
480027,00-99,BANCO SANTANDER S.A.,ES,visa,credit
480028,00-99,CAIXABANK S.A.,ES,visa,debit
480029,00-99,Banco Santander,ES,visa,debit
480030,00-99,CAIXABANK S.A.,ES,visa,credit
480031,00-99,CAIXABANK S.A.,ES,visa,debit
480032,00-99,CAIXABANK S.A.,ES,visa,debit
480033,00-99,CAIXABANK S.A.,ES,visa,debit
