BIN6,Ranges,Issuer,Country,Brand,Type
250000,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,maestro,debit
250001,00-99,ORIENTAL BANK,PR,mastercard,debit
250002,00-99,HUB PAGAMENTOS S.A.,BR,mastercard,debit
250003,00-99,HUB INSTITUICAO DE PAGAMENTO SA,BR,mastercard,debit
250004,00-99,CAPITAL BANK INC.,PA,mastercard,debit
250005,00-99,BANCO DE DESARROLLO RURAL DE HONDURAS S A,HN,mastercard,credit
250006,00-99,TOWERBANK INTERNATIONAL INC,PA,mastercard,debit
250007,00-99,BANCO PAN SA,BR,mastercard,credit
250008,00-99,NU MEXICO FINANCIERA S.A. DE C.V. SOCIEDAD FINANCIERA POPULAR,MX,mastercard,debit
250009,00-99,POMELO TECNOLOGIA PERU SAC,PE,mastercard,debit
250010,00-99,,,mastercard,debit
250011,00-99,ISLANDPAY GROUP LTD.,BS,mastercard,debit
250012,00-99,NU MEXICO FINANCIERA S.A. DE C.V. SOCIEDAD FINANCIERA POPULAR,MX,mastercard,debit
250013,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
250014,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
250015,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
250016,00-99,EDENRED SOLUCOES DE PAGAMENTOS HYLA S.A.,BR,mastercard,credit
250017,00-99,EDENRED SOLUCOES DE PAGAMENTOS HYLA S.A.,BR,mastercard,credit
250018,00-99,EDENRED SOLUCOES DE PAGAMENTOS HYLA S.A.,BR,mastercard,credit
250019,00-99,CARDNPAY LTD.,TT,mastercard,debit
250020,00-99,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO SA,BR,mastercard,debit
250021,00-99,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO SA,BR,mastercard,credit
250022,00-99,BANCO PAN SA,BR,mastercard,credit
250023,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
250024,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
250025,00-99,BANCO VOTORANTIM S/A,BR,mastercard,credit
250026,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,credit
250027,00-99,BANCO VOTORANTIM S/A,BR,mastercard,credit
250028,00-99,HUB PAGAMENTOS S.A.,BR,mastercard,debit
250029,00-99,BANCO INTER S.A.,BR,mastercard,credit
250030,00-99,BANCO INTER S.A.,BR,mastercard,credit
250031,00-99,BANCO INTER S.A.,BR,mastercard,credit
250032,00-99,BANCO INTER S.A.,BR,mastercard,credit
250033,00-99,BANCO COOPERATIVO SICREDI SA,BR,mastercard,credit
250034,00-99,BANCO COOPERATIVO SICREDI SA,BR,mastercard,credit
250035,00-99,BANCO CSF S/A,BR,mastercard,debit
250036,00-99,BANCO ATLANTICO DE AHORRO Y CREDITO S A,DO,mastercard,debit
250037,00-99,HUB PAGAMENTOS S.A.,BR,mastercard,debit
250038,00-99,HUB PAGAMENTOS S.A.,BR,mastercard,debit
250039,00-99,HUB PAGAMENTOS S.A.,BR,mastercard,debit
250040,00-99,MOVII SA,CO,mastercard,debit
250041,00-99,BANCO PAN SA,BR,mastercard,credit
250042,00-99,BANCO PAN SA,BR,mastercard,credit
250043,00-99,ACESSO SOLUCOES DE PAGAMENTO S.A.,BR,mastercard,debit
250044,00-99,ACESSO SOLUCOES DE PAGAMENTO S.A.,BR,mastercard,debit
250045,00-99,ACESSO SOLUCOES DE PAGAMENTO S.A.,BR,mastercard,debit
250046,00-99,ACESSO SOLUCOES DE PAGAMENTO S.A.,BR,mastercard,debit
250047,00-99,ACESSO SOLUCOES DE PAGAMENTO S.A.,BR,mastercard,debit
250048,00-99,BANCO DE BRASILIA S.A.,BR,mastercard,credit
250049,00-99,BANCO DE BRASILIA S.A.,BR,mastercard,credit
250050,00-99,CAJA CENTRAL FINANCOOP,EC,mastercard,debit
250051,00-99,BANCO TRIANGULO S/A,BR,mastercard,credit
250052,00-99,CAJA CENTRAL FINANCOOP,EC,mastercard,credit
250053,00-99,CAJA CENTRAL FINANCOOP,EC,mastercard,debit
250054,00-99,BANCO DE LA NACION ARGENTINA,AR,mastercard,debit
250055,00-99,BANCO DE LA NACION ARGENTINA,AR,mastercard,debit
250056,00-99,BANCO DE LA NACION ARGENTINA,AR,mastercard,debit
250057,00-99,BANCO DE LA NACION ARGENTINA,AR,mastercard,debit
250058,00-99,BANCO DE LA NACION ARGENTINA,AR,mastercard,debit
250059,00-99,BANCO TRIANGULO S/A,BR,mastercard,credit
250060,00-99,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,BR,mastercard,credit
250061,00-99,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,BR,mastercard,credit
250062,00-99,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,BR,mastercard,credit
250063,00-99,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,BR,mastercard,credit
250064,00-99,ACG INSTITUICAO DE PAGAMENTO S.A,BR,mastercard,debit
250065,00-99,BANCO DE BRASILIA S.A.,BR,mastercard,credit
250066,00-99,ITAU UNIBANCO S.A.,BR,mastercard,credit
250067,00-99,ACG INSTITUICAO DE PAGAMENTO S.A,BR,mastercard,debit
250068,00-99,BANCO POPULAR Y DE DESARROLLO COMUNAL,CR,mastercard,debit
250069,00-99,FIRST DATA MERCHANT SERVICES MEXICO S DE R L DE CV,MX,mastercard,credit
250070,00-99,BANCO INVEX S.A. INSTITUCION DE BANCA MULTIPLE INVEX GRUPO FINANCIER,MX,mastercard,credit
250071,00-99,SWAP MEIOS DE PAGAMENTOS SA,BR,mastercard,debit
250072,00-99,MUTUAL CARTAGO DE AHORRO Y PRESTAMO,CR,mastercard,debit
250073,00-99,SWAP MEIOS DE PAGAMENTOS SA,BR,mastercard,debit
250074,00-99,COOPERATIVA DE AHORRO Y CREDITO ANDE NUMERO UNO RL,CR,mastercard,credit
250075,00-99,TOKA INTERNATIONAL S.A.P.I. DE C.V.,MX,mastercard,debit
