BIN6,Ranges,Issuer,Country,Brand,Type
740001,00-99,,US,private label,debit
740003,00-99,,US,private label,debit
740006,00-99,,US,private label,debit
740007,00-99,,US,private label,debit
740008,00-99,,US,private label,debit
740009,00-99,,US,private label,debit
740010,00-99,,US,private label,debit
740014,00-99,,US,private label,debit
740101,00-99,,US,private label,debit
740102,00-99,,US,private label,debit
740113,00-99,,US,private label,debit
740118,00-99,,US,private label,debit
740124,00-99,,US,private label,debit
740126,00-99,,US,private label,debit
740130,00-99,,US,private label,debit
740132,00-99,,US,private label,debit
740137,00-99,,US,private label,debit
740138,00-99,,US,private label,debit
740147,00-99,,US,private label,debit
740148,00-99,,US,private label,debit
740156,00-99,,US,private label,debit
740158,00-99,,US,private label,debit
740160,00-99,,US,private label,debit
740170,00-99,,US,private label,debit
740171,00-99,,US,private label,debit
740173,00-99,,US,private label,debit
740177,00-99,,US,private label,debit
740179,00-99,,US,private label,debit
740182,00-99,,US,private label,debit
740183,00-99,,US,private label,debit
740186,00-99,,US,private label,debit
740187,00-99,,US,private label,debit
740188,00-99,,US,private label,debit
740189,00-99,,US,private label,debit
740190,00-99,,US,private label,debit
740191,00-99,,US,private label,debit
740194,00-99,,US,private label,debit
740196,00-99,,US,private label,debit
740197,00-99,,US,private label,debit
740199,00-99,,US,private label,debit
740203,00-99,,US,private label,credit
740204,00-99,,US,private label,credit
740269,00-99,,JP,private label,debit
740270,00-99,,JP,private label,debit
740271,00-99,,US,private label,debit
740273,00-99,,US,private label,debit
740302,00-99,,US,private label,debit
740304,00-99,,US,private label,debit
740309,00-99,,US,private label,debit
740314,00-99,,US,private label,debit
740322,00-99,,US,private label,debit
740324,00-99,,US,private label,debit
740325,00-99,,US,private label,debit
740328,00-99,,US,private label,debit
740330,00-99,,US,private label,debit
740334,00-99,,US,private label,debit
740336,00-99,,US,private label,debit
740338,00-99,,US,private label,debit
740339,00-99,,US,private label,debit
740342,00-99,,US,private label,debit
740344,00-99,,US,private label,debit
740346,00-99,,US,private label,debit
740348,00-99,,US,private label,debit
740353,00-99,,US,private label,debit
740356,00-99,,US,private label,debit
740357,00-99,,US,private label,debit
740359,00-99,,US,private label,debit
740360,00-99,,US,private label,debit
740363,00-99,,US,private label,debit
740365,00-99,,US,private label,debit
740366,00-99,,US,private label,debit
740367,00-99,,US,private label,debit
740368,00-99,,US,private label,debit
740372,00-99,,US,private label,debit
740373,00-99,,US,private label,debit
740376,00-99,,US,private label,debit
740377,00-99,,US,private label,debit
740378,00-99,,US,private label,debit
740379,00-99,,US,private label,debit
740382,00-99,,US,private label,debit
740384,00-99,,US,private label,debit
740387,00-99,,US,private label,debit
740388,00-99,,US,private label,debit
740389,00-99,,US,private label,debit
740390,00-99,,US,private label,debit
740391,00-99,,US,private label,debit
740392,00-99,,US,private label,debit
740393,00-99,,US,private label,debit
740394,00-99,,US,private label,debit
740395,00-99,,US,private label,debit
740396,00-99,,US,private label,debit
740398,00-99,,US,private label,debit
740400,00-99,,US,private label,debit
740401,00-99,,US,private label,debit
740402,00-99,,US,private label,debit
740403,00-99,,US,private label,debit
740404,00-99,,US,private label,debit
740405,00-99,,US,private label,debit
744900,00-99,FIRSTRAND BANK LTD.,ZA,local brand,credit
744903,00-99,FIRSTRAND BANK LTD.,ZA,local brand,credit
746002,00-99,,US,private label,debit
746009,00-99,,US,private label,debit
746133,00-99,UNISTREAM BANK,RU,local brand,debit
746311,00-99,,US,private label,credit
746811,00-99,,US,private label,credit
746825,00-99,,US,private label,credit
746829,00-99,,US,private label,debit
746830,00-99,,US,private label,debit
746831,00-99,,US,private label,debit
746832,00-99,,US,private label,debit
746833,00-99,,US,private label,debit
746834,00-99,,US,private label,debit
746835,00-99,,US,private label,debit
746836,00-99,,US,private label,debit
746837,00-99,,US,private label,debit
746838,00-99,,US,private label,debit
746839,00-99,,US,private label,debit
746840,00-99,,US,private label,debit
746841,00-99,,US,private label,debit
746842,00-99,,US,private label,debit
746843,00-99,,US,private label,debit
746844,00-99,,US,private label,debit
746845,00-99,,US,private label,debit
746846,00-99,,US,private label,debit
746847,00-99,,US,private label,debit
746848,00-99,,US,private label,debit
746849,00-99,,US,private label,debit
746850,00-99,,US,private label,debit
746851,00-99,,US,private label,debit
746852,00-99,,US,private label,debit
746853,00-99,,US,private label,debit
746854,00-99,,US,private label,debit
746855,00-99,,US,private label,debit
746856,00-99,,US,private label,debit
746857,00-99,,US,private label,debit
746858,00-99,,US,private label,debit
746859,00-99,,US,private label,debit
746872,00-99,,US,private label,debit
746873,00-99,,US,private label,debit
746876,00-99,,US,private label,debit
746879,00-99,,US,private label,debit
746880,00-99,,US,private label,debit
747000,00-99,,JO,local brand,debit
747302,00-99,,US,private label,debit
747599,00-99,,US,private label,credit
747600,00-99,,US,private label,debit
747620,00-99,US CAPITAL,US,private label,credit
747638,00-99,,US,private label,debit
747660,00-99,,US,private label,debit
747662,00-99,,US,private label,debit
747940,00-99,,US,private label,debit
747941,00-99,,US,private label,debit
747942,00-99,,US,private label,debit
747943,00-99,,US,private label,debit
747944,00-99,,US,private label,debit
747945,00-99,,US,private label,debit
747946,00-99,,US,private label,debit
747947,00-99,,US,private label,debit
747948,00-99,,US,private label,debit
747949,00-99,,US,private label,debit
748606,00-99,,US,private label,debit
748720,00-99,,KE,local brand,debit
748835,00-99,,KE,local brand,debit
