BIN6,Ranges,Issuer,Country,Brand,Type
240000,00-99,MEGABANK JOINT-STOCK COMPANY (MEGABANK JSC),UA,mastercard,credit
240001,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,credit
240002,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,credit
240003,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,credit
240004,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,credit
240005,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,credit
240006,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
240007,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,credit
240008,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
240009,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
240010,00-99,ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA,BR,mastercard,debit
240011,00-99,BANCO GENIAL SA,BR,mastercard,credit
240012,00-99,,,mastercard,debit
240013,00-99,SUNRATE SOLUTIONS LTD.,HK,mastercard,credit
240014,00-99,,,mastercard,debit
240015,00-99,,,mastercard,debit
240016,00-99,,,mastercard,debit
240017,00-99,,,mastercard,debit
240018,00-99,,,mastercard,debit
240019,00-99,,,mastercard,debit
240020,00-99,,,mastercard,debit
240021,00-99,,,mastercard,debit
240022,00-99,,,mastercard,debit
240023,00-99,,,mastercard,debit
240024,00-99,,,mastercard,debit
240025,00-99,,,mastercard,debit
240026,00-99,,,mastercard,debit
240027,00-99,,,mastercard,debit
240028,00-99,,,mastercard,debit
240029,00-99,,,mastercard,debit
240030,00-99,,,mastercard,debit
240031,00-99,,,mastercard,debit
240032,00-99,,,mastercard,debit
240033,00-99,,,mastercard,debit
240034,00-99,,,mastercard,debit
240035,00-99,,,mastercard,debit
240036,00-99,,,mastercard,debit
240037,00-99,,,mastercard,debit
240038,00-99,,,mastercard,debit
240039,00-99,,,mastercard,debit
240040,00-99,,,mastercard,debit
240041,00-99,,,mastercard,debit
240042,00-99,,,mastercard,debit
240043,00-99,,,mastercard,debit
240044,00-99,,,mastercard,debit
240045,00-99,,,mastercard,debit
240046,00-99,,,mastercard,debit
240047,00-99,,,mastercard,debit
240048,00-99,,,mastercard,debit
240049,00-99,,,mastercard,debit
240050,00-99,,,mastercard,debit
240051,00-99,,,mastercard,debit
240052,00-99,,,mastercard,debit
240053,00-99,,,mastercard,debit
240054,00-99,,,mastercard,debit
240055,00-99,,,mastercard,debit
240056,00-99,,,mastercard,debit
240057,00-99,,,mastercard,debit
240058,00-99,,,mastercard,debit
240059,00-99,,,mastercard,debit
240060,00-99,,,mastercard,debit
240061,00-99,,,mastercard,debit
240062,00-99,,,mastercard,debit
240063,00-99,,,mastercard,debit
240064,00-99,,,mastercard,debit
240065,00-99,,,mastercard,debit
240066,00-99,,,mastercard,debit
240067,00-99,,,mastercard,debit
240068,00-99,,,mastercard,debit
240069,00-99,,,mastercard,debit
240070,00-99,,,mastercard,debit
240071,00-99,,,mastercard,debit
240072,00-99,,,mastercard,debit
240073,00-99,,,mastercard,debit
240074,00-99,,,mastercard,debit
240075,00-99,,,mastercard,debit
240076,00-99,,,mastercard,debit
240077,00-99,,,mastercard,debit
240078,00-99,,,mastercard,debit
240079,00-99,,,mastercard,debit
240080,00-99,,,mastercard,debit
240081,00-99,,,mastercard,debit
240082,00-99,,,mastercard,debit
240083,00-99,,,mastercard,debit
240084,00-99,,,mastercard,debit
240085,00-99,,,mastercard,debit
240086,00-99,,,mastercard,debit
240087,00-99,,,mastercard,debit
240088,00-99,,,mastercard,debit
240089,00-99,,,mastercard,debit
240090,00-99,,,mastercard,debit
240091,00-99,,,mastercard,debit
240092,00-99,,,mastercard,debit
240093,00-99,,,mastercard,debit
240094,00-99,,,mastercard,debit
240095,00-99,,,mastercard,debit
240096,00-99,,,mastercard,debit
240097,00-99,,,mastercard,debit
240098,00-99,,,mastercard,debit
240099,00-99,,,mastercard,debit
240100,00-99,,,mastercard,debit
240101,00-99,,,mastercard,debit
240102,00-99,,,mastercard,debit
240103,00-99,,,mastercard,debit
240104,00-99,,,mastercard,debit
240105,00-99,,,mastercard,debit
240106,00-99,,,mastercard,debit
240107,00-99,,,mastercard,debit
240108,00-99,,,mastercard,debit
240109,00-99,,,mastercard,debit
240110,00-99,,,mastercard,debit
240111,00-99,,,mastercard,debit
240112,00-99,,,mastercard,debit
240113,00-99,,,mastercard,debit
240114,00-99,,,mastercard,debit
