BIN6,Ranges,Issuer,Country,Brand,Type
270000,00-99,Mastercard,BR,mastercard,debit
270002,00-99,Mastercard,BR,mastercard,debit
270005,00-99,Mastercard,BR,mastercard,debit
270006,00-99,Mastercard,BR,mastercard,debit
270008,00-99,Mastercard,BR,mastercard,debit
270010,00-99,Mastercard,BR,mastercard,debit
270011,00-99,Mastercard,BR,mastercard,debit
270012,00-99,Mastercard,BR,mastercard,debit
270013,00-99,Mastercard,BR,mastercard,debit
270014,00-99,Mastercard,BR,mastercard,debit
270015,00-99,,,mastercard,debit
270016,00-99,,,mastercard,debit
270017,00-99,,,mastercard,debit
270018,00-99,,,mastercard,debit
270019,00-99,,,mastercard,debit
270020,00-99,,,mastercard,debit
270021,00-99,,,mastercard,debit
270022,00-99,,,mastercard,debit
270023,00-99,,,mastercard,debit
270024,00-99,,,mastercard,debit
270025,00-99,,,mastercard,debit
270026,00-99,,,mastercard,debit
270027,00-99,,,mastercard,debit
270028,00-99,,,mastercard,debit
270029,00-99,PUBLIC JOINT-STOCK COMPANY BANK OTKRITIE FINANCIAL CORPORATION,RU,mastercard,debit
270030,00-99,,,mastercard,debit
270032,00-99,,,mastercard,debit
270033,00-99,,,mastercard,debit
270034,00-99,,,mastercard,debit
270036,00-99,,,mastercard,debit
270037,00-99,,,mastercard,debit
270038,00-99,,,mastercard,debit
270039,00-99,,,mastercard,debit
270040,00-99,,,mastercard,debit
270041,00-99,,,mastercard,debit
270042,00-99,,,mastercard,debit
270043,00-99,,,mastercard,debit
270044,00-99,,,mastercard,debit
270045,00-99,,,mastercard,debit
270046,00-99,,,mastercard,debit
270047,00-99,,,mastercard,debit
270048,00-99,,,mastercard,debit
270050,00-99,,,mastercard,debit
270051,00-99,,,mastercard,debit
270052,00-99,,,mastercard,debit
270053,00-99,,,mastercard,debit
270056,00-99,,,mastercard,debit
270057,00-99,,,mastercard,debit
270058,00-99,,,mastercard,debit
270059,00-99,,,mastercard,debit
270060,00-99,,,mastercard,debit
270061,00-99,,,mastercard,debit
270062,00-99,,,mastercard,debit
270063,00-99,,,mastercard,debit
270064,00-99,,,mastercard,debit
270065,00-99,,,mastercard,debit
270066,00-99,,,mastercard,debit
270067,00-99,,,mastercard,debit
270068,00-99,,,mastercard,debit
270069,00-99,,,mastercard,debit
270070,00-99,,,mastercard,debit
270071,00-99,,,mastercard,debit
270072,00-99,,,mastercard,debit
270073,00-99,,,mastercard,debit
270074,00-99,,,mastercard,debit
270075,00-99,,,mastercard,debit
270076,00-99,,,mastercard,debit
270077,00-99,,,mastercard,debit
270078,00-99,VTB BANK (PUBLIC JOINT-STOCK COMPANY),RU,mastercard,debit
270079,00-99,,,mastercard,debit
270080,00-99,,,mastercard,debit
270081,00-99,,,mastercard,debit
270082,00-99,,,mastercard,debit
270083,00-99,,,mastercard,debit
270084,00-99,,,mastercard,debit
270085,00-99,,,mastercard,debit
270086,00-99,,,mastercard,debit
270087,00-99,,,mastercard,debit
270088,00-99,,,mastercard,debit
270089,00-99,,,mastercard,debit
270090,00-99,,,mastercard,debit
270091,00-99,,,mastercard,debit
270093,00-99,,,mastercard,debit
270094,00-99,,,mastercard,debit
270095,00-99,,,mastercard,debit
270096,00-99,,,mastercard,debit
270097,00-99,,,mastercard,debit
270099,00-99,,,mastercard,debit
270100,00-99,,,mastercard,debit
270101,00-99,,,mastercard,debit
270102,00-99,,,mastercard,debit
270103,00-99,,,mastercard,debit
270104,00-99,,,mastercard,debit
270105,00-99,,,mastercard,debit
270106,00-99,,,mastercard,debit
270108,00-99,,,mastercard,debit
270109,00-99,,,mastercard,debit
270110,00-99,,,mastercard,debit
270111,00-99,,,mastercard,debit
270112,00-99,,,mastercard,debit
270113,00-99,,,mastercard,debit
270114,00-99,,,mastercard,debit
270115,00-99,,,mastercard,debit
270116,00-99,,,mastercard,debit
270117,00-99,,,mastercard,debit
270118,00-99,,,mastercard,debit
270119,00-99,,,mastercard,debit
270120,00-99,,,mastercard,debit
270122,00-99,,,mastercard,debit
270123,00-99,,,mastercard,debit
270124,00-99,,,mastercard,debit
270125,00-99,,,mastercard,debit
270126,00-99,,,mastercard,debit
270127,00-99,,,mastercard,debit
270128,00-99,,,mastercard,debit
270129,00-99,,,mastercard,debit
270130,00-99,,,mastercard,debit
270131,00-99,,,mastercard,debit
270132,00-99,,,mastercard,debit
270133,00-99,,,mastercard,debit
270134,00-99,,,mastercard,debit
270135,00-99,,,mastercard,debit
270136,00-99,,,mastercard,debit
270137,00-99,,,mastercard,debit
270138,00-99,,,mastercard,debit
270139,00-99,,,mastercard,debit
270140,00-99,,,mastercard,debit
270141,00-99,,,mastercard,debit
270142,00-99,,,mastercard,debit
270143,00-99,,,mastercard,debit
270144,00-99,,,mastercard,debit
270145,00-99,,,mastercard,debit
270146,00-99,,,mastercard,debit
270147,00-99,,,mastercard,debit
270148,00-99,,,mastercard,debit
270149,00-99,,,mastercard,debit
270150,00-99,,,mastercard,debit
270151,00-99,,,mastercard,debit
270152,00-99,,,mastercard,debit
270153,00-99,,,mastercard,debit
270154,00-99,,,mastercard,debit
270155,00-99,,,mastercard,debit
270156,00-99,,,mastercard,debit
270157,00-99,,,mastercard,debit
270158,00-99,,,mastercard,debit
270159,00-99,,,mastercard,debit
270160,00-99,,,mastercard,debit
270161,00-99,,,mastercard,debit
270162,00-99,,,mastercard,debit
270163,00-99,,,mastercard,debit
270164,00-99,,,mastercard,debit
270165,00-99,,,mastercard,debit
270166,00-99,,,mastercard,debit
