BIN6,Ranges,Issuer,Country,Brand,Type
500000,00-99,FRANK CHRISTMAS BANK,US,ebt,debit
500001,00-99,Midland Bank,GB,maestro,debit
500002,00-99,Midland Bank,GB,maestro,debit
500003,00-99,Midland Bank,GB,maestro,debit
500004,00-99,Midland Bank,GB,maestro,debit
500005,00-99,Banco Popular Dominicano,DO,maestro,debit
500006,00-99,Midland Bank,GB,maestro,debit
500007,00-99,Midland Bank,GB,maestro,debit
500008,00-99,Banco Do Brasil,BR,maestro,debit
500009,00-99,Dutch Bangla Bank,BD,maestro,debit
500010,00-99,Midland Bank,GB,maestro,debit
500011,00-99,,US,ebt,debit
500012,00-99,,US,cirrus,debit
500013,00-99,,US,ebt,debit
500014,00-99,,GB,maestro,debit
500015,00-99,,US,ebt,debit
500016,00-99,,US,ebt,debit
500018,00-99,,US,cirrus,debit
500019,00-99,,US,ebt,debit
500020,00-99,,GB,maestro,debit
500021,00-99,,US,ebt,debit
500022,00-99,,BD,maestro,debit
500023,00-99,,US,ebt,debit
500024,00-99,,US,ebt,debit
500025,00-99,,US,cirrus,debit
500026,00-99,,RU,maestro,debit
500027,00-99,,US,ebt,debit
500028,00-99,,US,ebt,debit
500030,00-99,,US,cirrus,debit
500031,00-99,,US,ebt,debit
500032,00-99,,AR,maestro,debit
500033,00-99,,US,maestro,debit
500034,00-99,,US,ebt,debit
500036,00-99,,US,maestro,debit
500037,00-99,,US,ebt,debit
500038,00-99,,US,cirrus,debit
500039,00-99,,US,ebt,debit
500040,00-99,,CA,maestro,debit
500041,00-99,,PH,maestro,debit
500042,00-99,,US,ebt,debit
500043,00-99,,MY,maestro,debit
500044,00-99,,US,cirrus,debit
500045,00-99,,US,ebt,debit
500046,00-99,,US,ebt,debit
500047,00-99,,US,ebt,debit
500048,00-99,,BE,maestro,debit
500049,00-99,,US,cirrus,debit
500050,00-99,BANCO POPULAR DOMINICANO C. POR A.,DO,private label,debit
500051,00-99,,NZ,maestro,debit
500052,00-99,,US,ebt,debit
500053,00-99,,NZ,maestro,debit
500054,00-99,,US,ebt,debit
500055,00-99,,IN,maestro,debit
500056,00-99,,NZ,maestro,debit
500057,00-99,,AR,maestro,debit
500058,00-99,,US,maestro,debit
500059,00-99,,US,ebt,debit
500060,00-99,,US,ebt,debit
500061,00-99,,US,ebt,debit
500062,00-99,,NZ,maestro,debit
500063,00-99,,US,ebt,debit
500064,00-99,,GB,maestro,debit
500065,00-99,,US,ebt,debit
500066,00-99,,US,ebt,debit
500069,00-99,,US,ebt,debit
500071,00-99,,US,ebt,debit
500072,00-99,,US,ebt,debit
500073,00-99,,US,ebt,debit
500074,00-99,,US,ebt,debit
500075,00-99,,RU,maestro,debit
500076,00-99,,US,cirrus,debit
500077,00-99,,US,cirrus,debit
500078,00-99,,US,ebt,debit
500079,00-99,,US,cirrus,debit
500080,00-99,,US,ebt,debit
500081,00-99,,RU,maestro,debit
500082,00-99,,US,ebt,debit
500084,00-99,,US,ebt,debit
500085,00-99,,US,ebt,debit
500086,00-99,,US,ebt,debit
500087,00-99,,ES,maestro,debit
500088,00-99,,US,cirrus,debit
500089,00-99,,US,ebt,debit
500091,00-99,,US,ebt,debit
500092,00-99,,IT,maestro,debit
500093,00-99,,US,cirrus,debit
500094,00-99,,ES,maestro,debit
500095,00-99,,US,cirrus,debit
500096,00-99,,US,ebt,debit
500098,00-99,,US,ebt,debit
500099,00-99,,US,ebt,debit
500100,00-99,,US,ebt,debit
500103,00-99,STANDARD BANK OF SOUTH AFRICA,ZA,maestro,debit
500104,00-99,,US,ebt,debit
500105,00-99,,BR,maestro,debit
500106,00-99,,US,ebt,debit
500107,00-99,,US,ebt,debit
500108,00-99,,US,ebt,debit
500109,00-99,,US,cirrus,debit
500110,00-99,,US,ebt,debit
500111,00-99,,US,ebt,debit
500112,00-99,,RU,maestro,debit
500113,00-99,,US,ebt,debit
500114,00-99,,US,ebt,debit
500115,00-99,,BR,maestro,debit
500116,00-99,,GB,maestro,debit
500117,00-99,,US,ebt,debit
500118,00-99,,US,cirrus,debit
500119,00-99,,US,ebt,debit
500120,00-99,,US,ebt,debit
500121,00-99,,US,ebt,debit
500122,00-99,,GB,maestro,debit
500123,00-99,,US,cirrus,debit
500124,00-99,,US,cirrus,debit
500125,00-99,,US,ebt,debit
500127,00-99,,US,ebt,debit
500128,00-99,,US,ebt,debit
500129,00-99,,US,ebt,debit
500130,00-99,,US,ebt,debit
500131,00-99,,US,ebt,debit
500132,00-99,,US,ebt,debit
500133,00-99,,US,ebt,debit
500134,00-99,,US,ebt,debit
500135,00-99,,US,ebt,debit
500136,00-99,JPMORGAN CHASE BANK N.A.,US,ebt,debit
500137,00-99,,US,ebt,debit
500138,00-99,,US,maestro,debit
500139,00-99,BANCO POPULAR DE PUERTO RICO,PR,maestro,debit
500140,00-99,,US,ebt,debit
500141,00-99,,US,ebt,debit
500142,00-99,,US,cirrus,debit
500143,00-99,,US,ebt,debit
500144,00-99,,US,ebt,debit
500145,00-99,,US,cirrus,debit
500146,00-99,,US,ebt,debit
500147,00-99,,US,ebt,debit
500148,00-99,,IN,maestro,debit
500149,00-99,,US,ebt,debit
500150,00-99,,US,ebt,debit
500151,00-99,,US,cirrus,debit
500152,00-99,,US,ebt,debit
500153,00-99,,US,ebt,debit
500154,00-99,,US,ebt,debit
500155,00-99,,US,ebt,debit
500156,00-99,,US,cirrus,debit
500157,00-99,,US,ebt,debit
500158,00-99,,US,cirrus,debit
500159,00-99,,US,ebt,debit
500160,00-99,,US,ebt,debit
500161,00-99,,US,cirrus,debit
500162,00-99,,US,ebt,debit
500163,00-99,ROYAL BANK OF SCOTLAND PLC,GB,maestro,debit
500164,00-99,,US,ebt,debit
500165,00-99,BANQUE CENTRALE POPULAIRE,MA,mastercard,credit
500166,00-99,,TR,maestro,debit
500167,00-99,,US,ebt,debit
500168,00-99,,US,ebt,debit
500169,00-99,,US,cirrus,debit
500170,00-99,,US,ebt,debit
500171,00-99,,US,cirrus,debit
500172,00-99,,US,cirrus,debit
500173,00-99,,US,cirrus,debit
500174,00-99,,US,ebt,debit
500175,00-99,,US,ebt,debit
500176,00-99,,US,ebt,debit
500177,00-99,,US,cirrus,debit
500178,00-99,,US,cirrus,debit
500179,00-99,,US,ebt,debit
500180,00-99,,US,ebt,debit
500181,00-99,,US,ebt,debit
500182,00-99,,US,ebt,debit
500183,00-99,,US,cirrus,debit
500184,00-99,,US,ebt,debit
500185,00-99,,US,ebt,debit
500186,00-99,,US,ebt,debit
500187,00-99,,US,ebt,debit
500188,00-99,,US,ebt,debit
500189,00-99,,US,private label,debit
500190,00-99,,US,ebt,debit
500191,00-99,,US,ebt,debit
500192,00-99,,US,ebt,debit
500193,00-99,,US,ebt,debit
500194,00-99,,US,ebt,debit
500195,00-99,,US,ebt,debit
500196,00-99,,US,ebt,debit
500197,00-99,,US,ebt,debit
500198,00-99,,US,ebt,debit
500200,00-99,,US,ebt,debit
500201,00-99,,US,cirrus,debit
500202,00-99,,US,ebt,debit
500203,00-99,,US,cirrus,debit
500204,00-99,,US,ebt,debit
500205,00-99,,US,ebt,debit
500206,00-99,,US,ebt,debit
500207,00-99,NETWORK ONLY,US,ebt,debit
500208,00-99,,CH,maestro,debit
500209,00-99,,US,ebt,debit
500210,00-99,,US,ebt,debit
500211,00-99,,US,cirrus,debit
500212,00-99,,US,ebt,debit
500213,00-99,,US,ebt,debit
500215,00-99,,US,ebt,debit
500216,00-99,,CH,maestro,debit
500217,00-99,,US,ebt,debit
500218,00-99,,US,ebt,debit
500219,00-99,,US,ebt,debit
500220,00-99,,US,ebt,debit
500221,00-99,,US,ebt,debit
500222,00-99,,US,cirrus,debit
500223,00-99,,US,ebt,debit
500224,00-99,,US,ebt,debit
500225,00-99,,CA,maestro,debit
500226,00-99,,US,ebt,debit
500227,00-99,,US,ebt,debit
500228,00-99,,US,ebt,debit
500229,00-99,,US,ebt,debit
