BIN6,Ranges,Issuer,Country,Brand,Type
410000,00-99,BANCO COMERCIAL PORTUGUES S.A.,PT,visa,credit
410001,00-99,ITAU UNIBANCO HOLDING S.A.,BR,visa,credit
410002,00-99,ITAU UNIBANCO HOLDING S.A.,BR,visa,credit
410003,00-99,ITAU UNIBANCO HOLDING S.A.,BR,visa,credit
410004,00-99,ITAU UNIBANCO HOLDING S.A.,BR,visa,credit
410005,00-99,BANK BPH S.A.,PL,visa,credit
410006,00-99,VISA EUROPE LTD.,GB,visa,credit
410007,00-99,VISA ARGENTINA S.A.,AR,visa,credit
410008,00-99,BUFFALO FEDERAL BANK,US,visa,debit
410009,00-99,PROVIDENT BANK,US,visa,debit
410010,00-99,AMERICAN AIRLINES FEDERAL CREDIT UNION,US,visa,debit
410011,00-99,CANYON VIEW FEDERAL CREDIT UNION,US,visa,debit
410012,00-99,UNIVERSITY FIRST FEDERAL CREDIT UNION,US,visa,credit
410013,00-99,UNIVERSITY FIRST FEDERAL CREDIT UNION,US,visa,credit
410014,00-99,BANK OF HAWAII,US,visa,debit
410015,00-99,SCOTIABANK EL SALVADOR S.A.,SV,visa,credit
410016,00-99,BANCO MACRO BANSUD S.A.,AR,visa,credit
410017,00-99,JPMORGAN CHASE BANK N.A. - DEBIT,US,visa,debit
410018,00-99,THE CITIZENS NATIONAL BANK,US,visa,credit
410019,00-99,INTELIGO BANK LTD,BS,visa,credit
410020,00-99,JPMORGAN CHASE BANK N.A. - DEBIT,US,visa,debit
410021,00-99,BANQUE LAURENTIENNE DU CANADA,CA,visa,credit
410022,00-99,MAINE STATE CREDIT UNION,US,visa,credit
410023,00-99,BANQUE LAURENTIENNE DU CANADA,CA,visa,credit
410024,00-99,DOCK INSTITUICAO DE PAGAMENTO S.A.,BR,visa,debit
410025,00-99,DOCK INSTITUICAO DE PAGAMENTO S.A.,BR,visa,debit
410026,00-99,NATURA E CO PAY SOCIEDADE DE CREDITO DIRETO S.A.,BR,visa,credit
410027,00-99,INVERSIONES LP S.A.,CL,visa,debit
410028,00-99,DCB BANK LTD.,IN,visa,debit
410029,00-99,JPMORGAN CHASE BANK N.A. - DEBIT,US,visa,debit
410030,00-99,DEVELOPMENT CREDIT BANK LTD.,IN,visa,credit
410031,00-99,PNC BANK NATIONAL ASSOCIATION - CONSUMER CREDIT,US,visa,credit
410032,00-99,THE CITIZENS NATIONAL BANK OF MERIDIAN,US,visa,credit
410033,00-99,FIDELITY COMMERCIAL BANK LTD.,KE,visa,credit
410034,00-99,PROCREDIT BANK SH.A.,AL,visa,credit
410035,00-99,UNION BANK,AL,visa,debit
410036,00-99,FIRST ABU DHABI BANK (PJSC),AE,visa,credit
410037,00-99,FIRST ABU DHABI BANK (PJSC),AE,visa,credit
410038,00-99,AXIS BANK LTD.,IN,visa,credit
410039,00-99,CITIBANK N.A.- COSTCO,US,visa,credit
410040,00-99,CITIBANK N.A.- COSTCO,US,visa,credit
410041,00-99,PRIMECREDIT LTD.,HK,visa,credit
