BIN6,Ranges,Issuer,Country,Brand,Type
310000,00-99,SHOWA SHELL,JP,jcb,credit
310001,00-99,JCB CO LTD,JP,jcb,credit
310002,00-99,JCB CO LTD,JP,jcb,credit
310003,00-99,JCB CO LTD,JP,jcb,credit
310004,00-99,JCB CO LTD,JP,jcb,credit
310005,00-99,JCB CO LTD,JP,jcb,credit
310006,00-99,JCB CO LTD,JP,jcb,credit
310007,00-99,JCB CO LTD,JP,jcb,credit
310008,00-99,JCB CO LTD,JP,jcb,credit
310009,00-99,JCB CO LTD,JP,jcb,credit
310010,00-99,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,CN,jcb,debit
310011,00-99,JCB CO LTD,JP,jcb,credit
310012,00-99,JCB CO LTD,JP,jcb,credit
310013,00-99,JCB CO LTD,JP,jcb,credit
310014,00-99,JCB CO LTD,JP,jcb,credit
310015,00-99,JCB CO LTD,JP,jcb,credit
310016,00-99,JCB CO LTD,JP,jcb,credit
310017,00-99,JCB CO LTD,JP,jcb,credit
310018,00-99,JCB CO LTD,JP,jcb,credit
310019,00-99,JCB CO LTD,JP,jcb,credit
310020,00-99,JCB CO LTD,JP,jcb,credit
310021,00-99,MIZUHO,JP,jcb,debit
310022,00-99,JCB CO LTD,JP,jcb,credit
310023,00-99,JCB CO LTD,JP,jcb,credit
310024,00-99,JCB CO LTD,JP,jcb,credit
310025,00-99,JCB CO LTD,JP,jcb,credit
310026,00-99,JCB CO LTD,JP,jcb,credit
310027,00-99,JCB CO LTD,JP,jcb,credit
310028,00-99,JCB CO LTD,JP,jcb,credit
310029,00-99,JCB CO LTD,JP,jcb,credit
310030,00-99,JCB CO LTD,JP,jcb,credit
310031,00-99,JCB CO LTD,JP,jcb,credit
310032,00-99,JCB CO LTD,JP,jcb,credit
310033,00-99,JCB CO LTD,JP,jcb,credit
310034,00-99,JCB CO LTD,JP,jcb,credit
310035,00-99,JCB CO LTD,JP,jcb,credit
310036,00-99,JCB CO LTD,JP,jcb,credit
310037,00-99,JCB CO LTD,JP,jcb,credit
310038,00-99,JCB CO LTD,JP,jcb,credit
310039,00-99,JCB CO LTD,JP,jcb,credit
310040,00-99,JCB CO LTD,JP,jcb,credit
310041,00-99,JCB CO LTD,JP,jcb,credit
310042,00-99,JCB CO LTD,JP,jcb,credit
310043,00-99,JCB CO LTD,JP,jcb,credit
310044,00-99,JCB CO LTD,JP,jcb,credit
310045,00-99,JCB CO LTD,JP,jcb,credit
310046,00-99,JCB CO LTD,JP,jcb,credit
310047,00-99,JCB CO LTD,JP,jcb,credit
310048,00-99,JCB CO LTD,JP,jcb,credit
310049,00-99,JCB CO LTD,JP,jcb,credit
310050,00-99,JCB CO LTD,JP,jcb,credit
310051,00-99,JCB CO LTD,JP,jcb,credit
